2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
3,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
12,14
12,15
12,16
12,20
12,21
12,22
12,23
3,23
4,23
5,23
6,23
7,23
8,23
9,23
10,23
11,23
13,16
14,16
15,16
16,16
17,16
18,16
13,20
14,20
15,20
16,20
17,20
18,20
19,20
20,20
21,20
22,20
18,10
18,11
18,12
18,13
18,14
18,15
16,10
17,10
16,1
16,2
16,3
16,4
16,5
16,6
16,7
16,8
16,9
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
22,10
22,11
22,12
22,13
22,14
22,15
22,16
22,17
22,18
22,19
23,10
24,10
25,10
26,10
26,2
26,5
26,6
26,7
26,8
26,9
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,5
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,6
62,6
63,6
28,7
28,8
28,9
28,10
28,11
28,12
28,13
28,14
24,14
25,14
26,14
27,14
24,15
24,16
24,17
24,18
24,19
24,20
24,21
24,22
24,23
25,23
26,23
27,23
28,23
29,23
30,23
31,23
32,23
33,23
34,23
35,23
35,24
36,24
37,24
38,24
39,24
40,24
41,24
42,24
43,24
44,24
27,17
27,18
27,19
27,20
28,17
28,18
28,20
29,18
30,18
31,18
32,18
33,18
34,18
35,18
36,18
37,18
38,18
39,18
40,18
41,18
42,18
43,18
44,18
45,18
46,18
47,18
48,18
49,18
50,18
51,18
52,18
53,18
29,20
30,20
31,20
32,20
33,20
34,20
35,20
35,19
36,19
37,19
38,19
39,19
40,19
41,19
42,19
43,19
44,19
53,6
53,7
53,8
53,9
53,10
53,11
53,12
54,12
55,12
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
57,20
58,20
59,20
60,20
61,20
62,20
63,20
64,20
44,23
45,23
46,23
47,23
48,23
49,23
50,23
51,23
52,23
53,23
54,23
55,23
57,23
58,23
59,23
60,23
61,23
62,23
63,23
64,23
65,23
66,23
67,23
68,23
55,11
56,11
57,11
58,11
59,11
60,11
61,11
63,6
63,7
63,8
63,9
61,9
62,9
53,15
53,16
53,17
54,15
55,15
55,16
56,16
57,16
58,16
59,16
60,16
61,16
60,12
60,13
60,14
60,15
61,12
61,13
61,14
61,15
61,10
61,17
61,18
62,18
63,18
64,18
64,19
66,2
66,3
66,4
66,5
66,6
66,7
66,8
66,9
67,9
68,9
69,9
70,9
71,9
72,9
73,9
74,9
75,9
76,9
77,9
77,10
77,11
77,12
77,13
77,14
77,15
77,16
77,17
77,18
68,18
68,19
68,20
68,21
68,22
69,18
70,18
71,18
72,18
73,18
74,18
75,18
76,18
56,20
56,23
