2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
3,22
4,22
5,22
6,22
7,22
8,22
9,22
10,22
11,22
3,12
4,12
5,12
6,12
7,12
8,12
8,7
8,8
8,9
8,10
8,11
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
12,11
12,12
12,13
12,14
12,15
9,7
10,7
11,7
12,7
13,7
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,11
21,11
22,11
23,11
24,11
13,1
13,2
13,3
13,4
13,5
13,6
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
24,2
24,3
24,4
24,5
24,6
24,9
24,10
24,11
25,6
26,6
27,6
25,9
26,9
27,9
27,4
27,5
27,10
27,11
27,12
27,13
27,14
27,15
27,16
27,17
27,18
28,4
29,4
29,1
29,2
29,3
28,18
29,18
30,18
31,18
32,18
33,18
34,18
35,18
36,18
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
32,4
33,4
34,4
35,4
36,4
37,4
36,5
37,5
36,6
37,6
36,7
37,7
36,10
37,10
38,10
39,10
36,8
36,9
39,8
39,9
38,7
36,14
36,15
36,16
36,17
37,14
38,14
39,14
39,15
39,16
39,17
44,2
44,3
44,4
44,5
44,6
44,7
44,8
40,7
41,7
42,7
43,7
40,8
41,8
42,8
43,8
44,8
45,8
46,8
47,8
48,8
49,8
50,8
51,8
52,8
53,8
54,8
55,8
56,8
57,8
58,8
40,17
41,17
42,17
43,17
44,17
45,17
40,19
41,19
42,19
43,19
44,19
45,19
45,18
40,20
40,21
40,22
40,23
40,24
41,24
42,24
43,24
44,24
45,24
46,24
47,24
48,24
49,24
50,24
51,24
52,24
53,24
54,24
55,24
56,24
57,24
57,19
57,20
57,21
57,22
57,23
49,19
50,19
51,19
52,19
53,19
54,19
55,19
56,19
49,17
50,17
51,17
52,17
53,17
54,17
55,17
56,17
57,17
58,17
49,18
58,9
59,9
60,9
61,9
61,3
61,4
61,5
61,6
61,7
61,8
58,12
58,13
58,14
58,15
58,16
61,12
61,13
61,14
61,15
61,16
61,17
61,18
61,19
61,20
61,21
59,12
60,12
62,3
63,3
64,3
65,3
66,3
67,3
68,3
69,3
70,3
71,3
72,3
62,21
63,21
64,21
65,21
66,21
67,21
68,21
69,21
70,21
71,21
72,21
72,4
72,5
72,6
72,7
72,8
72,9
72,10
72,11
72,14
72,15
72,16
72,17
72,18
72,19
72,20
74,6
74,7
74,8
74,9
73,9
75,6
76,6
77,6
78,6
79,6
79,7
79,8
79,9
79,10
79,11
79,12
75,12
76,12
77,12
78,12
73,14
74,14
75,14
75,13
39,7
